user_id,song_id,play_count,last_play_time,tempo,energy,label
608,420,10,2023-08-19,127,0.9949320787301145,0
472,195,4,2023-10-05,178,0.311992006387298,1
233,214,7,2023-08-22,157,0.3152678040447223,0
692,369,10,2023-09-07,130,0.7181100715225465,0
113,342,6,2023-09-29,109,0.8734217306648068,1
830,114,6,2023-09-06,76,0.44834987134187787,0
497,242,2,2023-10-03,70,0.8880562179466231,0
442,124,8,2023-10-08,112,0.4061278186729814,1
564,305,8,2023-08-29,109,0.2773142916535174,0
268,76,7,2023-09-27,67,0.3966749418949512,1
510,311,9,2023-08-29,151,0.6484207365351932,0
807,469,8,2023-08-31,167,0.4304288433808664,0
386,312,9,2023-09-08,179,0.7056044235903599,0
387,196,9,2023-08-18,156,0.3132422914802342,0
113,351,6,2023-09-09,175,0.7308936045902339,0
613,44,2,2023-10-04,121,0.41269452692361996,0
625,415,7,2023-09-28,148,0.5102815344417411,1
952,186,3,2023-08-20,144,0.6019706263986063,0
81,343,7,2023-09-09,135,0.7176025028673942,0
699,246,9,2023-08-24,149,0.31484232266386036,0
113,437,10,2023-09-02,88,0.8523509836697294,0
2,84,10,2023-09-18,161,0.7496584747797158,1
642,207,2,2023-10-06,158,0.31068812712159954,0
220,151,6,2023-09-28,160,0.9774771063426193,1
566,156,6,2023-08-29,169,0.6983172919274125,0
855,16,9,2023-08-29,103,0.5071841978200351,0
997,165,9,2023-08-20,168,0.24177459299816473,0
736,405,5,2023-09-16,104,0.5798989020773183,1
225,463,5,2023-08-29,88,0.24829829814440638,0
385,145,9,2023-08-19,172,0.48654251082805944,0
403,498,8,2023-09-17,147,0.467841270465567,1
638,37,7,2023-08-11,118,0.7479456799127141,0
130,333,8,2023-09-26,74,0.27314486310182484,1
53,403,6,2023-10-09,129,0.8396842193837613,1
684,414,3,2023-08-22,155,0.39351909431454923,0
730,45,7,2023-09-05,103,0.4995897642718976,0
672,402,8,2023-09-17,157,0.7951068779984583,1
710,206,8,2023-09-16,95,0.6628531597421633,1
416,62,1,2023-08-25,143,0.3772228166217436,0
247,420,7,2023-09-27,116,0.4475826320912929,1
836,356,3,2023-09-18,176,0.3752081325906491,0
439,468,2,2023-08-18,123,0.6352931505494415,0
203,308,2,2023-08-26,135,0.3993620798861558,0
184,19,8,2023-09-06,158,0.7531279253048268,0
123,365,9,2023-08-20,172,0.6218084427253535,0
401,300,3,2023-08-15,97,0.2311359505727581,0
767,7,3,2023-08-11,179,0.3792417568118942,0
294,249,6,2023-08-14,76,0.2993026977191402,0
280,428,10,2023-08-21,86,0.4512818912963368,0
837,117,1,2023-09-18,76,0.5643856775884268,0
884,68,6,2023-08-11,122,0.5560865715556988,0
610,34,3,2023-08-30,70,0.7790713089069601,0
198,194,4,2023-09-21,123,0.2702546772415384,1
982,325,9,2023-08-12,178,0.9518255463677021,0
907,55,3,2023-09-03,98,0.4085605961939518,0
511,266,1,2023-09-27,61,0.3702239622245247,0
752,480,3,2023-10-08,174,0.7166607203621977,0
144,42,7,2023-10-07,125,0.8249649658147562,1
609,297,7,2023-09-24,113,0.4406245883322881,1
201,461,5,2023-09-22,88,0.7721622774045794,1
124,231,1,2023-09-04,104,0.8953623605224492,0
187,453,8,2023-10-06,147,0.7901232986862616,1
326,378,10,2023-09-15,147,0.1307768370137497,1
464,394,8,2023-09-16,139,0.8446320202295694,1
349,10,10,2023-08-31,90,0.7970328626089306,0
771,358,10,2023-08-12,108,0.7023612143378674,0
660,475,10,2023-08-18,166,0.7840201771791131,0
764,444,2,2023-10-05,68,0.981482856248745,0
955,128,10,2023-08-28,86,0.48800159903651474,0
932,179,3,2023-10-03,115,0.16050091145913803,0
403,405,4,2023-10-08,164,0.5148009726649451,1
346,392,1,2023-09-05,137,0.14179028985194314,0
963,193,4,2023-09-19,104,0.364825367279615,1
511,92,5,2023-08-27,148,0.6281918126170831,0
147,369,3,2023-09-29,102,0.3786606036335407,0
148,231,10,2023-10-08,167,0.7168557213185848,1
864,78,2,2023-08-13,81,0.839787694917149,0
711,85,6,2023-08-23,158,0.47839526135158317,0
820,30,8,2023-09-06,92,0.9101241561637032,0
489,213,7,2023-09-25,86,0.1718550382153602,1
929,49,1,2023-08-19,99,0.8561018477804048,0
936,265,4,2023-08-12,85,0.8457158308953691,0
640,145,3,2023-09-04,142,0.38979450669408844,0
551,69,6,2023-08-17,104,0.36884366841215355,0
338,58,9,2023-09-05,162,0.3745854830381614,0
872,185,9,2023-08-31,104,0.8302543411099699,0
641,62,7,2023-09-12,85,0.8484881388491756,1
779,479,9,2023-08-25,129,0.39675021294490087,0
988,308,8,2023-09-07,126,0.6333313127000156,0
953,445,5,2023-09-30,65,0.22503990649640906,1
473,296,9,2023-08-20,87,0.5219008644529199,0
946,166,7,2023-09-20,126,0.9989135657699845,1
151,171,5,2023-08-13,72,0.24295523293562218,0
415,63,8,2023-09-15,122,0.952806375964053,1
990,147,7,2023-09-11,72,0.841829249768507,1
298,484,9,2023-10-03,136,0.974993185851643,1
611,306,10,2023-08-26,60,0.26162088454947974,0
263,161,1,2023-08-29,99,0.2921666413990278,0
764,141,9,2023-08-18,96,0.11518046356137282,0
144,334,7,2023-09-25,90,0.7522316316240449,1
346,97,1,2023-08-11,175,0.679685224092567,0
624,446,1,2023-09-15,76,0.2602588944922589,0
572,221,5,2023-08-20,68,0.8120304689878647,0
881,43,8,2023-09-13,168,0.36927595551855286,1
2,433,9,2023-08-14,123,0.22149601239757166,0
897,292,6,2023-08-16,116,0.4803063985174133,0
304,378,10,2023-08-16,72,0.18187286358417049,0
254,108,8,2023-08-15,96,0.33691929064592196,0
652,266,6,2023-08-17,73,0.43420002258461154,0
453,95,6,2023-10-02,134,0.8666777570627349,1
37,262,4,2023-09-14,84,0.8132938671638993,1
160,313,5,2023-09-20,154,0.4984788571755564,1
9,385,2,2023-09-13,137,0.7521175519771488,0
233,71,3,2023-09-16,116,0.6117846725611045,0
99,442,3,2023-09-14,130,0.40675766957026127,0
659,219,5,2023-08-26,147,0.7532869091457564,0
816,21,5,2023-09-23,172,0.7151492390197401,1
208,92,6,2023-08-20,159,0.6571849979742418,0
131,127,5,2023-09-27,101,0.6561599689389255,1
404,80,6,2023-08-21,101,0.7146837930942791,0
152,312,8,2023-10-07,106,0.4460909613782844,1
54,238,2,2023-09-07,175,0.8821682335609321,0
120,471,4,2023-09-27,103,0.24607706094681475,1
673,372,6,2023-08-30,100,0.8954969169152387,0
920,404,5,2023-08-13,62,0.40805365872879495,0
628,486,1,2023-09-10,170,0.21252845404776027,0
587,182,9,2023-09-22,167,0.6400246624112169,1
625,25,3,2023-08-23,149,0.4383880021633647,0
968,156,2,2023-09-11,170,0.8339497543931673,0
420,5,9,2023-08-13,149,0.4877069216758906,0
422,120,7,2023-08-27,60,0.7017062730058988,0
104,277,5,2023-09-11,138,0.37743219055434296,1
852,18,6,2023-08-12,70,0.2885071375228061,0
254,431,4,2023-09-22,160,0.4492441278539414,1
227,198,1,2023-09-29,66,0.6461270511421902,0
112,57,4,2023-08-25,71,0.6912520652902167,0
510,93,9,2023-08-23,175,0.6203859987682165,0
473,19,1,2023-08-19,97,0.989250146761698,0
99,384,10,2023-10-06,113,0.7219811678456488,1
153,353,3,2023-10-06,126,0.938367664837226,0
861,193,5,2023-08-16,165,0.20613987540565706,0
914,237,7,2023-08-15,112,0.15523563683213099,0
896,387,9,2023-08-23,149,0.37989523181075835,0
878,426,6,2023-08-19,177,0.22293004453878157,0
338,277,3,2023-08-25,153,0.573281675405441,0
706,227,7,2023-09-03,91,0.5670831281709509,0
822,233,4,2023-09-12,159,0.6175424497995551,1
163,40,3,2023-08-11,104,0.7707050927479654,0
720,323,7,2023-08-30,110,0.9741967301910879,0
957,153,7,2023-10-05,96,0.8904328222952318,1
681,127,4,2023-08-13,178,0.20653051561802344,0
996,237,7,2023-09-09,118,0.4046623198935916,0
161,486,2,2023-09-30,113,0.3302407225432377,0
580,493,1,2023-08-16,77,0.2591356220018135,0
801,55,2,2023-10-08,60,0.590252388990206,0
398,468,4,2023-09-03,176,0.5979379618294575,0
277,436,8,2023-09-04,80,0.3045203450992552,0
816,172,3,2023-09-20,87,0.7407075252760169,0
916,109,10,2023-10-02,171,0.7596228692525547,1
504,354,6,2023-09-15,75,0.11888199535053999,1
896,469,6,2023-09-26,107,0.45618193335008494,1
392,184,9,2023-10-02,87,0.9011265770814589,1
135,439,9,2023-08-14,81,0.5682867474194544,0
195,368,4,2023-10-04,142,0.41286502129509484,1
401,471,9,2023-08-15,171,0.32830853643561714,0
640,198,6,2023-09-16,60,0.31901906792645407,1
33,371,2,2023-08-22,154,0.1897912304657257,0
688,373,10,2023-09-27,175,0.8355037771837829,1
460,461,6,2023-08-27,175,0.1779916648547541,0
955,497,2,2023-09-22,101,0.3630652892756342,0
883,87,8,2023-08-12,157,0.1411081647097179,0
470,201,4,2023-08-27,169,0.8032479127513305,0
375,337,5,2023-09-01,163,0.13535531400411144,0
22,322,8,2023-08-19,129,0.3774709934813876,0
750,275,8,2023-09-04,151,0.6159676330779976,0
670,211,6,2023-10-09,62,0.46860522426409945,1
38,391,4,2023-10-04,154,0.3540439605241904,1
230,118,1,2023-08-20,139,0.3476701651847875,0
365,191,7,2023-09-14,140,0.8180112754056243,1
563,42,8,2023-08-23,103,0.9765802855785206,0
438,42,9,2023-08-26,86,0.413236963403914,0
776,315,2,2023-08-11,110,0.13523096224811487,0
283,276,1,2023-10-03,83,0.1329092001181976,0
27,329,4,2023-08-26,79,0.7832920736896463,0
226,17,5,2023-09-23,91,0.5971328394482143,1
277,283,10,2023-09-26,158,0.8052333916755974,1
798,431,1,2023-08-24,72,0.7277473092597173,0
609,258,5,2023-09-09,171,0.9167557143388568,0
284,63,6,2023-08-30,102,0.8972418619419612,0
879,62,3,2023-09-14,79,0.8094946560590597,0
960,100,7,2023-09-09,171,0.5276702440379294,0
481,19,6,2023-09-18,175,0.3773137668434672,1
453,17,4,2023-08-27,61,0.5563241087001759,0
829,325,3,2023-08-22,127,0.5518644465878413,0
816,423,5,2023-09-10,150,0.6492479940004039,0
659,466,3,2023-09-13,119,0.2674878110046137,0
516,373,10,2023-09-04,148,0.6900578924004899,0
547,246,9,2023-08-13,63,0.5109408317852342,0
192,251,9,2023-08-13,155,0.6581843487467732,0
49,455,6,2023-09-15,76,0.3156443406275911,1
512,81,6,2023-09-03,60,0.4909554044896195,0
17,39,4,2023-09-26,92,0.28918109300726824,1
172,36,4,2023-08-21,89,0.8877746410811215,0
220,424,2,2023-08-22,64,0.5391649405373838,0
158,429,10,2023-09-29,177,0.30248327401643094,1
477,388,4,2023-08-27,71,0.13708782616739168,0
46,486,8,2023-09-24,161,0.7081647981881877,1
373,409,10,2023-08-19,91,0.2931802425907801,0
518,197,2,2023-09-15,97,0.9906239730869004,0
99,158,9,2023-09-17,76,0.5803303360736545,1
892,204,1,2023-09-22,117,0.3600792966232289,0
745,196,2,2023-08-22,177,0.6919096904133673,0
37,216,2,2023-08-15,168,0.347697931094277,0
280,285,6,2023-08-13,99,0.8382468645187718,0
349,457,7,2023-10-07,155,0.37741244583694766,1
497,196,3,2023-08-16,83,0.9894229591563183,0
302,307,9,2023-09-12,71,0.6446303069007643,1
181,152,5,2023-09-22,170,0.859970034048397,1
607,14,5,2023-09-20,154,0.16553392262058,1
99,325,4,2023-08-20,78,0.4134694756475694,0
700,146,9,2023-08-15,88,0.7637383775495347,0
993,426,8,2023-09-18,144,0.6895531156065244,1
116,57,4,2023-08-27,149,0.274818809290382,0
191,211,4,2023-10-05,111,0.4205826374587389,1
253,268,2,2023-08-19,151,0.33709906673878687,0
981,210,9,2023-09-10,76,0.6520331527856587,0
928,17,3,2023-09-25,132,0.41011140651289746,0
983,286,4,2023-09-25,80,0.37814881780031484,1
161,344,7,2023-09-08,173,0.28664018239270755,0
256,203,10,2023-09-13,119,0.4681244088231835,1
323,99,8,2023-09-29,157,0.2759523311768982,1
128,279,8,2023-10-02,134,0.9663126286398691,1
18,209,4,2023-08-20,178,0.23905163034577306,0
793,129,7,2023-08-17,79,0.9219742434628987,0
735,335,10,2023-08-31,172,0.48562578834092374,0
566,288,1,2023-10-03,112,0.44007939240554983,0
570,252,6,2023-08-23,173,0.30818782081436397,0
323,265,6,2023-10-09,170,0.6721807009307672,1
872,271,6,2023-09-26,162,0.7169752135097527,1
686,412,2,2023-08-20,139,0.5208138660271757,0
792,408,8,2023-09-18,122,0.15013620612408174,1
626,188,5,2023-09-24,116,0.9266591356196949,1
288,419,5,2023-09-04,88,0.9822962195887429,0
943,214,2,2023-08-30,60,0.4879390736906515,0
854,283,4,2023-08-18,141,0.6522947266683944,0
663,211,9,2023-09-12,118,0.5052687636193721,1
962,365,9,2023-09-23,123,0.38969168579750857,1
639,76,6,2023-09-28,145,0.16958691357202688,1
155,148,9,2023-09-06,131,0.510460957357569,0
490,321,4,2023-10-05,130,0.8365461007235063,1
386,213,1,2023-08-25,148,0.11532831497920322,0
986,433,2,2023-09-10,153,0.6238969148622001,0
785,109,1,2023-10-08,157,0.89269489785402,0
104,129,8,2023-08-19,103,0.2957944870129222,0
929,10,9,2023-09-08,107,0.26493027822015597,0
393,47,10,2023-08-20,164,0.7950489631317488,0
811,379,6,2023-10-03,175,0.329577788007364,1
246,315,2,2023-10-03,134,0.2727858408045836,0
176,96,6,2023-09-27,74,0.4401903255123115,1
39,446,9,2023-08-22,94,0.45325181104319623,0
477,103,3,2023-08-20,82,0.8866909567149094,0
682,380,9,2023-08-26,112,0.6565991247403092,0
759,342,2,2023-09-07,104,0.4653653107056305,0
538,146,5,2023-09-12,144,0.5809491678571902,1
867,368,2,2023-10-03,151,0.9585687099927468,0
818,430,7,2023-10-05,72,0.20189320894890583,1
921,416,10,2023-10-06,93,0.2869439695522223,1
408,27,9,2023-09-04,97,0.9662758359278998,0
525,220,7,2023-09-05,129,0.9615923636744838,0
828,18,5,2023-09-11,167,0.2594488791382954,1
506,167,4,2023-09-19,127,0.2305979354127684,1
903,433,4,2023-09-23,64,0.4789766209047579,1
825,477,10,2023-09-29,178,0.1447464632391722,1
36,82,8,2023-09-27,99,0.689413179056626,1
685,428,10,2023-09-25,129,0.16974641949556796,1
